Year,Country,Song,Artist,Final_Place,Final_Points,Top 5,Top 10,Running_Order_Final,Grand_Final_Ind,Big6_Ind,Semi_Final_Num,Semi_Place,Semi_Points,Running_Order_Semi,National_Final,Genre,Solo_Artist,Sex,Returning_Artist_Ind,Number of Members,Language1,Language2,Language3,Language4,Language5,Language6,Multiple_Language,National_Language_Used,EU,NATO,Country_Group,MyESB_Community,MyESB_Personal,OGAE_Points,Qualification_Record,jury_points,tele_points,jury_points_sf,tele_points_sf,withdrawn_2026,country_code
2017,Spain,Do It For Your Lover,Manel Navarro,26.0,5.0,1.0,1.0,16.0,1.0,1.0,,,,,1,,1,M,0,1,Spanish,English,,,,,1,True,1,1,Western,38,37,0.0,,0.0,5.0,,,False,ESP
2017,Sweden,I Can't Go On,Robin Bengtsson,5.0,344.0,0.0,0.0,24.0,1.0,0.0,1.0,3.0,227.0,1.0,1,,1,M,0,1,English,,,,,,0,False,1,0,Northern,8,3,308.0,0.923076923,218.0,126.0,,,False,SWE
2017,Switzerland,Apollo,Timebelle,,,0.0,0.0,,0.0,0.0,2.0,12.0,97.0,13.0,1,,0,Mixed,0,3,English,,,,,,0,False,0,0,Central,13,1,41.0,0.307692308,,,48.0,49.0,False,CHE
2017,Ukraine,Time,O.Torvald,24.0,36.0,0.0,0.0,22.0,1.0,1.0,,,,,1,,0,M,0,4,English,,,,,,0,False,0,0,Eastern,33,28,0.0,1.0,12.0,24.0,,,False,UKR
2017,United Kingdom,Never Give Up On You,Lucie Jones,15.0,111.0,0.0,0.0,18.0,1.0,1.0,,,,,1,,1,F,0,1,English,,,,,,0,True,0,1,Western,9,4,12.0,,99.0,12.0,,,False,GBR
2016,Albania,Fairytale,Eneda Tarifa,,,0.0,0.0,,0.0,0.0,2.0,16.0,45.0,17.0,1,,1,F,0,1,English,,,,,,0,False,0,1,Southern,32,40,0.0,0.583333333,,,10.0,35.0,False,ALB
2016,Armenia,LoveWave,Iveta Mukuchyan,7.0,249.0,0.0,0.0,26.0,1.0,0.0,1.0,2.0,243.0,7.0,0,,1,F,0,1,English,,,,,,0,False,0,0,South-Eastern,5,39,13.0,0.888888889,115.0,134.0,,,False,ARM
2016,Australia,Sound Of Silence,Dami Im,2.0,511.0,0.0,0.0,13.0,1.0,0.0,2.0,1.0,330.0,10.0,0,,1,F,0,1,English,,,,,,0,True,0,0,Western,1,15,280.0,1.0,320.0,191.0,,,False,AUS
2016,Austria,Loin d'ici,ZOE,13.0,151.0,0.0,0.0,24.0,1.0,0.0,1.0,7.0,170.0,12.0,1,,1,F,0,1,French,,,,,,0,False,1,0,Central,11,8,128.0,0.5,31.0,120.0,,,False,AUT
2016,Azerbaijan,Miracle,Samra,17.0,117.0,0.0,0.0,4.0,1.0,0.0,1.0,6.0,185.0,14.0,0,,1,F,0,1,English,,,,,,0,False,0,0,South-Eastern,15,12,35.0,1.0,44.0,73.0,,,False,AZE
2016,Belarus,Help You Fly,IVAN,,,0.0,0.0,,0.0,0.0,2.0,12.0,84.0,5.0,1,,1,M,0,1,English,,,,,,0,False,0,0,Eastern,29,34,0.0,0.333333333,,,32.0,52.0,False,BLR
2016,Belgium,What's The Pressure,Laura Tesoro,10.0,181.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,274.0,18.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Western,12,1,2.0,0.333333333,130.0,51.0,,,False,BEL
2016,Bosnia & Herzegovina,Ljubav Je,Dalal & Deen feat. Ana Rucner and Jala,,,0.0,0.0,,0.0,0.0,1.0,11.0,104.0,17.0,0,,0,Mixed,1,4,Bosnian,,,,,,0,False,0,0,Southern,31,6,0.0,1.0,,,26.0,78.0,False,BIH
2016,Bulgaria,If Love Was A Crime,Poli Genova,4.0,307.0,0.0,0.0,8.0,1.0,0.0,2.0,5.0,220.0,12.0,0,,1,F,1,1,English,Bulgarian,,,,,1,True,1,1,Eastern,2,13,175.0,0.111111111,127.0,180.0,,,False,BGR
2016,Croatia,Lighthouse,Nina Kraljic,23.0,73.0,0.0,0.0,17.0,1.0,0.0,1.0,10.0,133.0,5.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Southern,16,26,63.0,0.5,40.0,33.0,,,False,HRV
2016,Cyprus,Alter Ego,Minus One,21.0,96.0,0.0,0.0,14.0,1.0,0.0,1.0,8.0,164.0,11.0,0,,0,M,0,5,English,,,,,,0,False,1,0,South-Eastern,20,7,59.0,0.454545455,43.0,53.0,,,False,CYP
2016,Czech Republic,I Stand,Gabriela Guncíkova,25.0,41.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,161.0,10.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Central,14,24,36.0,0.0,41.0,0.0,,,False,CZE
2016,Denmark,Soldiers Of Love,Lighthouse X,,,0.0,0.0,,0.0,0.0,2.0,17.0,34.0,13.0,1,,0,M,0,3,English,,,,,,0,False,1,1,Northern,30,16,0.0,0.75,,,10.0,24.0,False,DNK
2016,Estonia,Play,Juri Pootsmann,,,0.0,0.0,,0.0,0.0,1.0,18.0,24.0,13.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Northern,27,14,31.0,0.416666667,,,9.0,15.0,False,EST
2016,Finland,Sing It Away,Sandhja,,,0.0,0.0,,0.0,0.0,1.0,15.0,51.0,1.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Northern,37,31,0.0,0.583333333,,,35.0,16.0,False,FIN
2016,France,J'ai cherche,Amir,6.0,257.0,0.0,0.0,11.0,1.0,1.0,,,,,0,,1,M,0,1,French,English,,,,,1,True,1,1,Western,6,11,425.0,,148.0,109.0,,,False,FRA
2016,FYR Macedonia,Dona,Kaliopi,,,0.0,0.0,,0.0,0.0,2.0,11.0,88.0,8.0,0,,1,F,1,1,Macedonian,,,,,,0,True,0,1,Southern,34,36,6.0,0.416666667,,,,,False,MKD
2016,Georgia,Midnight Gold,Nika Kocharov and Young Georgian Lolitaz,20.0,104.0,0.0,0.0,23.0,1.0,0.0,2.0,9.0,123.0,16.0,1,,0,M,0,4,English,,,,,,0,False,0,0,South-Eastern,28,41,0.0,0.75,80.0,24.0,,,False,GEO
2016,Germany,Ghost,Jamie-Lee,26.0,11.0,0.0,0.0,10.0,1.0,1.0,,,,,1,,1,F,0,1,English,,,,,,0,False,1,1,Central,25,4,4.0,,1.0,10.0,,,False,DEU
2016,Greece,Utopian Land,Argo,,,0.0,0.0,,0.0,0.0,1.0,16.0,44.0,2.0,0,,0,Mixed,0,6,English,Greek,Pontic Greek,,,,1,True,1,1,Southern,38,29,0.0,1.0,,,22.0,22.0,False,GRC
2016,Hungary,Pioneer,Freddie,19.0,108.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,197.0,4.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Central,8,5,80.0,0.777777778,52.0,56.0,,,False,HUN
2016,Iceland,Hear Them Calling,Greta Salome,,,0.0,0.0,,0.0,0.0,1.0,14.0,51.0,16.0,1,,1,F,1,1,English,,,,,,0,False,0,1,Northern,17,19,44.0,0.666666667,,,27.0,24.0,False,ISL
2016,Ireland,Sunlight,Nicky Byrne,,,0.0,0.0,,0.0,0.0,2.0,15.0,46.0,7.0,0,,1,M,0,1,English,,,,,,0,False,1,0,Western,40,27,8.0,0.583333333,,,15.0,31.0,False,IRL
2016,Israel,Made Of Stars,Hovi Star,14.0,135.0,0.0,0.0,7.0,1.0,0.0,2.0,7.0,147.0,4.0,1,,1,M,0,1,English,,,,,,0,False,0,0,South-Eastern,23,20,4.0,0.5,124.0,11.0,,,False,ISR
2016,Italy,No Degree Of Separation,Francesca Michielin,16.0,124.0,0.0,0.0,6.0,1.0,1.0,,,,,1,,1,F,0,1,Italian,English,,,,,1,True,1,1,Western,10,23,170.0,,90.0,34.0,,,False,ITA
2016,Latvia,Heartbeat,Justs,15.0,132.0,0.0,0.0,20.0,1.0,0.0,2.0,8.0,132.0,1.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Northern,9,37,110.0,0.416666667,69.0,63.0,,,False,LVA
2016,Lithuania,I've Been Waiting For This Night,Donny Montell,9.0,200.0,0.0,0.0,16.0,1.0,0.0,2.0,4.0,222.0,9.0,1,,1,M,1,1,English,,,,,,0,False,1,1,Northern,24,25,6.0,0.583333333,104.0,96.0,,,False,LTU
2016,Malta,Walk On Walter,Ira Losco,12.0,153.0,0.0,0.0,22.0,1.0,0.0,1.0,3.0,209.0,18.0,1,,1,F,1,1,English,,,,,,0,False,1,0,Western,21,10,6.0,0.583333333,137.0,16.0,,,False,MLT
2016,Moldova,Falling Stars,Lidia Isac,,,0.0,0.0,,0.0,0.0,1.0,17.0,33.0,3.0,1,,1,F,0,1,English,,,,,,0,False,0,0,Eastern,35,32,0.0,0.666666667,,,24.0,9.0,False,MDA
2016,Montenegro,The Real Thing,Highway,,,0.0,0.0,,0.0,0.0,1.0,13.0,60.0,15.0,0,,0,M,1,3,English,,,,,,0,False,0,1,Southern,42,28,0.0,0.125,,,46.0,14.0,False,MNE
2016,Netherlands,Slow Down,Douwe Bob,11.0,153.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,197.0,6.0,0,,1,M,0,1,English,,,,,,0,False,1,1,Western,26,33,0.0,0.25,114.0,39.0,,,False,NLD
2016,Norway,Icebreaker,Agnete,,,0.0,0.0,,0.0,0.0,2.0,13.0,63.0,15.0,1,,1,F,0,1,English,,,,,,0,False,0,1,Northern,22,35,15.0,0.833333333,,,29.0,34.0,False,NOR
2016,Poland,Color Of Your Life,Micha? Szpak,8.0,229.0,0.0,0.0,12.0,1.0,0.0,2.0,6.0,151.0,2.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Eastern,13,30,28.0,0.4,7.0,222.0,,,False,POL
2016,Russia,You Are The Only One,Sergey Lazarev,3.0,491.0,0.0,0.0,18.0,1.0,0.0,1.0,1.0,342.0,9.0,0,,1,M,0,1,English,,,,,,0,False,0,0,Eastern,3,3,392.0,1.0,130.0,361.0,,,False,RUS
2016,San Marino,I Didn't Know,Serhat,,,0.0,0.0,,0.0,0.0,1.0,12.0,68.0,8.0,0,,1,M,0,1,English,,,,,,0,False,0,0,Western,41,38,4.0,0.166666667,,,19.0,49.0,False,SMR
2016,Serbia,Goodbye (Shelter),Sanja Vucic ZAA,18.0,115.0,0.0,0.0,15.0,1.0,0.0,2.0,10.0,105.0,6.0,0,,1,F,0,1,English,,,,,,0,False,0,0,Southern,19,17,42.0,0.75,35.0,80.0,,,False,SRB
2016,Slovenia,Blue And Red,ManuElla,,,0.0,0.0,,0.0,0.0,2.0,14.0,57.0,11.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Central,39,21,6.0,0.333333333,,,49.0,8.0,False,SVN
2016,Spain,Say Yay!,Barei,22.0,77.0,0.0,0.0,19.0,1.0,1.0,,,,,1,,1,F,0,1,English,,,,,,0,False,1,1,Western,7,2,155.0,,67.0,10.0,,,False,ESP
2016,Sweden,If I Were Sorry,Frans,5.0,261.0,0.0,0.0,9.0,1.0,1.0,,,,,1,,1,M,0,1,English,,,,,,0,False,1,0,Northern,18,18,79.0,0.916666667,122.0,139.0,,,False,SWE
2016,Switzerland,The Last Of Our Kind,Rykka,,,0.0,0.0,,0.0,0.0,2.0,18.0,28.0,3.0,1,,1,F,0,1,English,,,,,,0,False,0,0,Central,36,22,0.0,0.333333333,,,25.0,3.0,False,CHE
2016,Ukraine,1944,Jamala,1.0,534.0,0.0,0.0,21.0,1.0,0.0,2.0,2.0,287.0,14.0,1,,1,F,0,1,English,Crimean Tatar,,,,,1,False,0,0,Eastern,4,42,88.0,1.0,211.0,323.0,,,False,UKR
2016,United Kingdom,You're Not Alone,Joe and Jake,24.0,62.0,0.0,0.0,25.0,1.0,1.0,,,,,1,,0,M,0,2,English,,,,,,0,True,0,1,Western,33,9,0.0,,54.0,8.0,,,False,GBR
